show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,duration_min,primary_country,genres_list,num_genres,year_added,month_added,day_added,text_all
s8528,Movie,The Texas Chainsaw Massacre,Tobe Hooper,United States,2019-10-22,1974,R,83 min,"Cult Movies, Horror Movies, Independent Movies",83,United States,"['Cult Movies', 'Horror Movies', 'Independent Movies']",3,2019,10,22,"The Texas Chainsaw Massacre Cult Movies, Horror Movies, Independent Movies United States"
s8529,Movie,The Thief and the Imbecile,"Mohammed El-Tahawy, Mohamed Mostafa",Egypt,2019-06-06,2013,TV-14,96 min,"Dramas, International Movies",96,Egypt,"['Dramas', 'International Movies']",2,2019,6,6,"The Thief and the Imbecile Dramas, International Movies Egypt"
s8530,Movie,The Tiger Hunter,Lena Khan,United States,2018-04-09,2016,TV-14,94 min,"Comedies, Dramas, Independent Movies",94,United States,"['Comedies', 'Dramas', 'Independent Movies']",3,2018,4,9,"The Tiger Hunter Comedies, Dramas, Independent Movies United States"
s8531,Movie,The Tigers of Scotland,Leanne Gater,United Kingdom,2018-11-01,2017,TV-G,58 min,Documentaries,58,United Kingdom,['Documentaries'],1,2018,11,1,The Tigers of Scotland Documentaries United Kingdom
s8532,Movie,The Time Machine,Simon Wells,United States,2019-11-23,2002,PG-13,96 min,"Action & Adventure, Sci-Fi & Fantasy",96,United States,"['Action & Adventure', 'Sci-Fi & Fantasy']",2,2019,11,23,"The Time Machine Action & Adventure, Sci-Fi & Fantasy United States"
s8533,Movie,The Time Traveler's Wife,Robert Schwentke,United States,2019-10-01,2009,PG-13,107 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy",107,United States,"['Dramas', 'Romantic Movies', 'Sci-Fi & Fantasy']",3,2019,10,1,"The Time Traveler's Wife Dramas, Romantic Movies, Sci-Fi & Fantasy United States"
s8535,Movie,The Tribes of Palos Verdes,"Brendan Malloy, Emmett Malloy",United States,2019-12-01,2017,R,104 min,"Dramas, Independent Movies, Sports Movies",104,United States,"['Dramas', 'Independent Movies', 'Sports Movies']",3,2019,12,1,"The Tribes of Palos Verdes Dramas, Independent Movies, Sports Movies United States"
s8536,Movie,The Trigger Effect,David Koepp,United States,2018-01-01,1996,R,94 min,Thrillers,94,United States,['Thrillers'],1,2018,1,1,The Trigger Effect Thrillers United States
s8537,Movie,The Trip to Spain,Michael Winterbottom,United Kingdom,2017-12-12,2016,TV-MA,108 min,Comedies,108,United Kingdom,['Comedies'],1,2017,12,12,The Trip to Spain Comedies United Kingdom
s8538,Movie,The Trust,"Ben Brewer, Alex Brewer",United States,2019-04-01,2015,R,91 min,Thrillers,91,United States,['Thrillers'],1,2019,4,1,The Trust Thrillers United States
s8539,Movie,The Truth About Alcohol,David Briggs,United Kingdom,2017-08-01,2016,TV-14,58 min,"Documentaries, International Movies",58,United Kingdom,"['Documentaries', 'International Movies']",2,2017,8,1,"The Truth About Alcohol Documentaries, International Movies United Kingdom"
s8541,Movie,The Tuxedo,Kevin Donovan,United States,2019-11-01,2002,PG-13,99 min,"Action & Adventure, Comedies",99,United States,"['Action & Adventure', 'Comedies']",2,2019,11,1,"The Tuxedo Action & Adventure, Comedies United States"
s8543,Movie,The Ugly Truth,Robert Luketic,United States,2019-04-25,2009,R,96 min,"Comedies, Romantic Movies",96,United States,"['Comedies', 'Romantic Movies']",2,2019,4,25,"The Ugly Truth Comedies, Romantic Movies United States"
s8544,Movie,The Unborn Child,Poj Arnon,Thailand,2018-07-30,2011,TV-MA,93 min,"Horror Movies, International Movies",93,Thailand,"['Horror Movies', 'International Movies']",2,2018,7,30,"The Unborn Child Horror Movies, International Movies Thailand"
s8475,TV Show,The Rap Game,Not Given,United States,2019-09-15,2016,TV-14,1 Season,Reality TV,1,United States,['Reality TV'],1,2019,9,15,The Rap Game Reality TV United States
s8547,Movie,The Unknown Girl,"Jean-Pierre Dardenne, Luc Dardenne",Belgium,2017-12-12,2016,TV-MA,106 min,"Dramas, International Movies",106,Belgium,"['Dramas', 'International Movies']",2,2017,12,12,"The Unknown Girl Dramas, International Movies Belgium"
s8548,Movie,The Unknown Known,Errol Morris,United States,2019-02-22,2013,PG-13,103 min,Documentaries,103,United States,['Documentaries'],1,2019,2,22,The Unknown Known Documentaries United States
s8549,Movie,The Vatican Tapes,Mark Neveldine,United States,2020-04-20,2015,PG-13,91 min,"Horror Movies, Thrillers",91,United States,"['Horror Movies', 'Thrillers']",2,2020,4,20,"The Vatican Tapes Horror Movies, Thrillers United States"
s8550,TV Show,The Vietnam War: A Film by Ken Burns and Lynn Novick,"Ken Burns, Lynn Novick",United States,2018-06-20,2017,TV-MA,1 Season,Docuseries,1,United States,['Docuseries'],1,2018,6,20,The Vietnam War: A Film by Ken Burns and Lynn Novick Docuseries United States
s8551,Movie,The Walls of the Moon,"Ossama Abu El Atta, Tarek Al Eryan",Egypt,2019-04-18,2015,TV-14,98 min,"Action & Adventure, Dramas, International Movies",98,Egypt,"['Action & Adventure', 'Dramas', 'International Movies']",3,2019,4,18,"The Walls of the Moon Action & Adventure, Dramas, International Movies Egypt"
s8553,Movie,The Water Diviner,Russell Crowe,Australia,2019-10-07,2014,R,111 min,"Dramas, International Movies",111,Australia,"['Dramas', 'International Movies']",2,2019,10,7,"The Water Diviner Dramas, International Movies Australia"
s8554,Movie,The Water Horse: Legend of the Deep,Jay Russell,New Zealand,2018-11-01,2007,PG,112 min,Children & Family Movies,112,New Zealand,['Children & Family Movies'],1,2018,11,1,The Water Horse: Legend of the Deep Children & Family Movies New Zealand
s8555,Movie,The Waterboy,Frank Coraci,United States,2017-03-08,1998,PG-13,90 min,"Comedies, Sports Movies",90,United States,"['Comedies', 'Sports Movies']",2,2017,3,8,"The Waterboy Comedies, Sports Movies United States"
s8556,Movie,The Wedding Curse,Chito S. Roño,Philippines,2019-03-21,2006,TV-PG,101 min,"Horror Movies, International Movies",101,Philippines,"['Horror Movies', 'International Movies']",2,2019,3,21,"The Wedding Curse Horror Movies, International Movies Philippines"
s8557,Movie,The Wedding Party 2: Destination Dubai,Niyi Akinmolayan,Nigeria,2019-09-21,2017,TV-14,98 min,"Comedies, International Movies, Romantic Movies",98,Nigeria,"['Comedies', 'International Movies', 'Romantic Movies']",3,2019,9,21,"The Wedding Party 2: Destination Dubai Comedies, International Movies, Romantic Movies Nigeria"
s8559,Movie,The Witch,Robert Eggers,United Kingdom,2018-09-17,2015,R,92 min,"Horror Movies, Independent Movies",92,United Kingdom,"['Horror Movies', 'Independent Movies']",2,2018,9,17,"The Witch Horror Movies, Independent Movies United Kingdom"
s8560,Movie,The Witch Files,Kyle Rankin,United States,2019-02-01,2018,TV-14,88 min,"Horror Movies, Thrillers",88,United States,"['Horror Movies', 'Thrillers']",2,2019,2,1,"The Witch Files Horror Movies, Thrillers United States"
s8562,Movie,The Women Who Kill Lions,Neil Rawles,United Kingdom,2017-08-01,2016,TV-MA,47 min,"Documentaries, International Movies",47,United Kingdom,"['Documentaries', 'International Movies']",2,2017,8,1,"The Women Who Kill Lions Documentaries, International Movies United Kingdom"
s8563,Movie,The Women's Balcony,Emil Ben-Shimon,Israel,2017-12-19,2016,TV-PG,100 min,"Comedies, Dramas, Faith & Spirituality",100,Israel,"['Comedies', 'Dramas', 'Faith & Spirituality']",3,2017,12,19,"The Women's Balcony Comedies, Dramas, Faith & Spirituality Israel"
s8564,Movie,The Workshop,Laurent Cantet,France,2018-11-10,2017,TV-MA,114 min,"Dramas, International Movies",114,France,"['Dramas', 'International Movies']",2,2018,11,10,"The Workshop Dramas, International Movies France"
s8565,Movie,The World Is Not Enough,Michael Apted,United Kingdom,2019-12-31,1999,PG-13,128 min,Action & Adventure,128,United Kingdom,['Action & Adventure'],1,2019,12,31,The World Is Not Enough Action & Adventure United Kingdom
s8566,Movie,The World's Most Wanted Animal,Victoria Bromley,United Kingdom,2019-04-01,2018,TV-PG,53 min,Documentaries,53,United Kingdom,['Documentaries'],1,2019,4,1,The World's Most Wanted Animal Documentaries United Kingdom
s8567,Movie,The Wrong Babysitter,George Mendeluk,Canada,2019-06-18,2017,TV-14,89 min,Thrillers,89,Canada,['Thrillers'],1,2019,6,18,The Wrong Babysitter Thrillers Canada
s8569,Movie,The Young Offenders,Peter Foott,Ireland,2017-03-09,2016,TV-MA,83 min,"Comedies, International Movies",83,Ireland,"['Comedies', 'International Movies']",2,2017,3,9,"The Young Offenders Comedies, International Movies Ireland"
s8570,Movie,The Young Vagabond,Sze Yu Lau,Hong Kong,2018-08-16,1985,TV-14,85 min,"Action & Adventure, Comedies, International Movies",85,Hong Kong,"['Action & Adventure', 'Comedies', 'International Movies']",3,2018,8,16,"The Young Vagabond Action & Adventure, Comedies, International Movies Hong Kong"
s8571,Movie,Theater of Life,Peter Svatek,Canada,2017-07-18,2016,TV-PG,94 min,Documentaries,94,Canada,['Documentaries'],1,2017,7,18,Theater of Life Documentaries Canada
s8572,Movie,Theeram,Saheed Arafath,India,2018-07-01,2017,TV-14,104 min,"Dramas, International Movies, Romantic Movies",104,India,"['Dramas', 'International Movies', 'Romantic Movies']",3,2018,7,1,"Theeram Dramas, International Movies, Romantic Movies India"
s8573,Movie,"Thelonious Monk: Straight, No Chaser",Charlotte Zwerin,United States,2019-11-01,1988,PG-13,89 min,"Documentaries, Music & Musicals",89,United States,"['Documentaries', 'Music & Musicals']",2,2019,11,1,"Thelonious Monk: Straight, No Chaser Documentaries, Music & Musicals United States"
s8574,Movie,Theo Who Lived,David Shisgall,United States,2016-12-16,2016,TV-14,86 min,Documentaries,86,United States,['Documentaries'],1,2016,12,16,Theo Who Lived Documentaries United States
s8577,Movie,This Is Not What I Expected,Derek Hui,China,2017-10-14,2017,TV-PG,107 min,"Comedies, International Movies, Romantic Movies",107,China,"['Comedies', 'International Movies', 'Romantic Movies']",3,2017,10,14,"This Is Not What I Expected Comedies, International Movies, Romantic Movies China"
s8578,Movie,This Was Tomorrow,Wim Bonte,Belgium,2015-12-15,2015,NR,77 min,"Documentaries, International Movies, Music & Musicals",77,Belgium,"['Documentaries', 'International Movies', 'Music & Musicals']",3,2015,12,15,"This Was Tomorrow Documentaries, International Movies, Music & Musicals Belgium"
s8579,Movie,Thithi,Raam Reddy,India,2017-03-09,2015,TV-MA,123 min,"Dramas, Independent Movies, International Movies",123,India,"['Dramas', 'Independent Movies', 'International Movies']",3,2017,3,9,"Thithi Dramas, Independent Movies, International Movies India"
s8580,Movie,Thong Dee Fun Khao,Bin Bunluerit,Thailand,2018-01-15,2017,TV-MA,122 min,"Action & Adventure, International Movies, Sports Movies",122,Thailand,"['Action & Adventure', 'International Movies', 'Sports Movies']",3,2018,1,15,"Thong Dee Fun Khao Action & Adventure, International Movies, Sports Movies Thailand"
s8581,Movie,Thor: Ragnarok,Taika Waititi,United States,2018-06-05,2017,PG-13,131 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",131,United States,"['Action & Adventure', 'Comedies', 'Sci-Fi & Fantasy']",3,2018,6,5,"Thor: Ragnarok Action & Adventure, Comedies, Sci-Fi & Fantasy United States"
s8582,Movie,Thor: Tales of Asgard,Sam Liu,United States,2020-04-15,2011,TV-Y7,77 min,Children & Family Movies,77,United States,['Children & Family Movies'],1,2020,4,15,Thor: Tales of Asgard Children & Family Movies United States
s8583,Movie,Thorne: Scaredy Cat,Benjamin Ross,United Kingdom,2016-11-02,2010,NR,125 min,"Dramas, International Movies",125,United Kingdom,"['Dramas', 'International Movies']",2,2016,11,2,"Thorne: Scaredy Cat Dramas, International Movies United Kingdom"
s8584,Movie,Thorne: Sleepyhead,Stephen Hopkins,United Kingdom,2016-11-02,2010,NR,125 min,"Dramas, International Movies",125,United Kingdom,"['Dramas', 'International Movies']",2,2016,11,2,"Thorne: Sleepyhead Dramas, International Movies United Kingdom"
s8585,Movie,Three,Johnnie To,Hong Kong,2017-06-03,2016,TV-MA,88 min,"Action & Adventure, International Movies",88,Hong Kong,"['Action & Adventure', 'International Movies']",2,2017,6,3,"Three Action & Adventure, International Movies Hong Kong"
s8587,Movie,Thumper,Jordan Ross,United States,2018-02-05,2017,TV-MA,93 min,"Dramas, Thrillers",93,United States,"['Dramas', 'Thrillers']",2,2018,2,5,"Thumper Dramas, Thrillers United States"
s8588,Movie,Thunderbolt,"William Wyler, John Sturges",United States,2017-03-31,1947,TV-PG,42 min,"Classic Movies, Documentaries",42,United States,"['Classic Movies', 'Documentaries']",2,2017,3,31,"Thunderbolt Classic Movies, Documentaries United States"
s8586,Movie,Three-Quarters Decent,Mohamed Hamdy,Egypt,2019-06-20,2010,TV-14,96 min,"Comedies, Dramas, International Movies",96,Egypt,"['Comedies', 'Dramas', 'International Movies']",3,2019,6,20,"Three-Quarters Decent Comedies, Dramas, International Movies Egypt"
s8590,Movie,Tik Tok,Li Jun,China,2017-07-01,2016,TV-14,108 min,"Dramas, International Movies, Thrillers",108,China,"['Dramas', 'International Movies', 'Thrillers']",3,2017,7,1,"Tik Tok Dramas, International Movies, Thrillers China"
s8591,Movie,Tikli and Laxmi Bomb,Aditya Kripalani,India,2018-08-01,2017,TV-MA,151 min,"Dramas, International Movies",151,India,"['Dramas', 'International Movies']",2,2018,8,1,"Tikli and Laxmi Bomb Dramas, International Movies India"
s8592,Movie,Time Please,Sameer Vidwans,India,2018-01-01,2013,TV-14,125 min,"Comedies, Dramas, International Movies",125,India,"['Comedies', 'Dramas', 'International Movies']",3,2018,1,1,"Time Please Comedies, Dramas, International Movies India"
s853,Movie,99 Songs (Telugu),Not Given,Pakistan,2021-05-21,2021,TV-14,131 min,"Dramas, International Movies, Music & Musicals",131,Pakistan,"['Dramas', 'International Movies', 'Music & Musicals']",3,2021,5,21,"99 Songs (Telugu) Dramas, International Movies, Music & Musicals Pakistan"
s8603,Movie,Tom and Jerry: The Magic Ring,Phil Roman,,2019-12-15,2001,TV-Y7,60 min,"Children & Family Movies, Comedies",60,Unknown,"['Children & Family Movies', 'Comedies']",2,2019,12,15,"Tom and Jerry: The Magic Ring Children & Family Movies, Comedies "
s8595,Movie,Tinker Bell and the Legend of the NeverBeast,Steve Loter,United States,2015-05-17,2014,G,78 min,Children & Family Movies,78,United States,['Children & Family Movies'],1,2015,5,17,Tinker Bell and the Legend of the NeverBeast Children & Family Movies United States
s8596,Movie,Tinker',Sonny Marler,United States,2019-03-19,2018,TV-14,97 min,"Dramas, Independent Movies, Sci-Fi & Fantasy",97,United States,"['Dramas', 'Independent Movies', 'Sci-Fi & Fantasy']",3,2019,3,19,"Tinker' Dramas, Independent Movies, Sci-Fi & Fantasy United States"
s8598,Movie,To Be a Miss,"Edward Ellis, Flor Salcedo, Aaron Woolf",United States,2017-01-01,2016,TV-14,84 min,Documentaries,84,United States,['Documentaries'],1,2017,1,1,To Be a Miss Documentaries United States
s8599,Movie,"To Wong Foo, Thanks for Everything! Julie Newmar",Beeban Kidron,United States,2019-08-01,1995,PG-13,108 min,"Comedies, Cult Movies, LGBTQ Movies",108,United States,"['Comedies', 'Cult Movies', 'LGBTQ Movies']",3,2019,8,1,"To Wong Foo, Thanks for Everything! Julie Newmar Comedies, Cult Movies, LGBTQ Movies United States"
s8600,TV Show,Toast of London,Michael Cumming,United Kingdom,2017-09-01,2015,TV-MA,3 Seasons,"British TV Shows, Classic & Cult TV, TV Comedies",3,United Kingdom,"['British TV Shows', 'Classic & Cult TV', 'TV Comedies']",3,2017,9,1,"Toast of London British TV Shows, Classic & Cult TV, TV Comedies United Kingdom"
s8602,Movie,Tokyo Idols,Kyoko Miyake,United Kingdom,2017-10-01,2017,TV-14,89 min,"Documentaries, International Movies, Music & Musicals",89,United Kingdom,"['Documentaries', 'International Movies', 'Music & Musicals']",3,2017,10,1,"Tokyo Idols Documentaries, International Movies, Music & Musicals United Kingdom"
s8604,Movie,Tomorrow Never Dies,Roger Spottiswoode,United Kingdom,2019-12-31,1997,PG-13,119 min,Action & Adventure,119,United Kingdom,['Action & Adventure'],1,2019,12,31,Tomorrow Never Dies Action & Adventure United Kingdom
s8623,Movie,Tremors 2: Aftershocks,S.S. Wilson,United States,2020-01-01,1995,PG-13,100 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",100,United States,"['Comedies', 'Horror Movies', 'Sci-Fi & Fantasy']",3,2020,1,1,"Tremors 2: Aftershocks Comedies, Horror Movies, Sci-Fi & Fantasy United States"
s8607,Movie,Tope: The Bait,Buddhadev Dasgupta,India,2018-03-01,2016,TV-14,87 min,"Dramas, Independent Movies, International Movies",87,India,"['Dramas', 'Independent Movies', 'International Movies']",3,2018,3,1,"Tope: The Bait Dramas, Independent Movies, International Movies India"
s8608,Movie,Tortilla Soup,Maria Ripoll,United States,2020-09-15,2001,PG-13,104 min,"Comedies, Dramas, Romantic Movies",104,United States,"['Comedies', 'Dramas', 'Romantic Movies']",3,2020,9,15,"Tortilla Soup Comedies, Dramas, Romantic Movies United States"
s8609,Movie,Total Frat Movie,Warren P. Sonoda,United States,2016-12-19,2016,NR,94 min,Comedies,94,United States,['Comedies'],1,2016,12,19,Total Frat Movie Comedies United States
s8611,Movie,Tracers,Daniel Benmayor,United States,2019-10-22,2015,PG-13,94 min,Action & Adventure,94,United States,['Action & Adventure'],1,2019,10,22,Tracers Action & Adventure United States
s8612,Movie,Traffic Signal,Madhur Bhandarkar,India,2019-12-31,2007,TV-MA,130 min,"Dramas, Independent Movies, International Movies",130,India,"['Dramas', 'Independent Movies', 'International Movies']",3,2019,12,31,"Traffic Signal Dramas, Independent Movies, International Movies India"
s8613,Movie,Train of the Dead,Sukum Maetawanitch,Thailand,2018-07-25,2007,TV-MA,88 min,"Horror Movies, International Movies",88,Thailand,"['Horror Movies', 'International Movies']",2,2018,7,25,"Train of the Dead Horror Movies, International Movies Thailand"
s8614,Movie,Train to Busan,Sang-ho Yeon,South Korea,2017-03-18,2016,TV-MA,118 min,"Action & Adventure, Horror Movies, International Movies",118,South Korea,"['Action & Adventure', 'Horror Movies', 'International Movies']",3,2017,3,18,"Train to Busan Action & Adventure, Horror Movies, International Movies South Korea"
s8615,Movie,Trainspotting,Danny Boyle,United Kingdom,2019-10-01,1996,R,94 min,"Comedies, Cult Movies, Dramas",94,United Kingdom,"['Comedies', 'Cult Movies', 'Dramas']",3,2019,10,1,"Trainspotting Comedies, Cult Movies, Dramas United Kingdom"
s8616,Movie,Traitor,Jeffrey Nachmanoff,United States,2018-07-01,2008,PG-13,114 min,"Dramas, Thrillers",114,United States,"['Dramas', 'Thrillers']",2,2018,7,1,"Traitor Dramas, Thrillers United States"
s8617,Movie,Transcendence,Wally Pfister,United Kingdom,2018-11-01,2014,PG-13,119 min,"Sci-Fi & Fantasy, Thrillers",119,United Kingdom,"['Sci-Fi & Fantasy', 'Thrillers']",2,2018,11,1,"Transcendence Sci-Fi & Fantasy, Thrillers United Kingdom"
s8618,Movie,Trash,Stephen Daldry,United Kingdom,2019-01-01,2014,R,114 min,"Dramas, Independent Movies, Thrillers",114,United Kingdom,"['Dramas', 'Independent Movies', 'Thrillers']",3,2019,1,1,"Trash Dramas, Independent Movies, Thrillers United Kingdom"
s8619,Movie,Trash Fire,Richard Bates Jr.,United States,2017-02-02,2016,R,94 min,"Comedies, Dramas, Independent Movies",94,United States,"['Comedies', 'Dramas', 'Independent Movies']",3,2017,2,2,"Trash Fire Comedies, Dramas, Independent Movies United States"
s8620,Movie,Treasures from the Wreck of the Unbelievable,Sam Hobkinson,United Kingdom,2018-01-01,2017,TV-G,82 min,"Documentaries, Dramas, International Movies",82,United Kingdom,"['Documentaries', 'Dramas', 'International Movies']",3,2018,1,1,"Treasures from the Wreck of the Unbelievable Documentaries, Dramas, International Movies United Kingdom"
s8621,Movie,Tree Man,"Jon Reiner, Brad Rothschild",Canada,2016-11-01,2015,TV-PG,82 min,Documentaries,82,Canada,['Documentaries'],1,2016,11,1,Tree Man Documentaries Canada
s8622,Movie,Tremors,Ron Underwood,United States,2020-01-01,1990,PG-13,96 min,"Comedies, Cult Movies, Horror Movies",96,United States,"['Comedies', 'Cult Movies', 'Horror Movies']",3,2020,1,1,"Tremors Comedies, Cult Movies, Horror Movies United States"
s8624,Movie,Tremors 3: Back to Perfection,Brent Maddock,United States,2020-01-01,2001,PG,104 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",104,United States,"['Comedies', 'Horror Movies', 'Sci-Fi & Fantasy']",3,2020,1,1,"Tremors 3: Back to Perfection Comedies, Horror Movies, Sci-Fi & Fantasy United States"
s8625,Movie,Tremors 4: The Legend Begins,S.S. Wilson,United States,2020-01-01,2004,PG-13,101 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",101,United States,"['Comedies', 'Horror Movies', 'Sci-Fi & Fantasy']",3,2020,1,1,"Tremors 4: The Legend Begins Comedies, Horror Movies, Sci-Fi & Fantasy United States"
s8626,Movie,Tremors 5:  Bloodline,Don Michael Paul,South Africa,2020-01-01,2015,PG-13,99 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",99,South Africa,"['Comedies', 'Horror Movies', 'Sci-Fi & Fantasy']",3,2020,1,1,"Tremors 5: Bloodline Comedies, Horror Movies, Sci-Fi & Fantasy South Africa"
s8627,Movie,Tremors 6: A Cold Day in Hell,Don Michael Paul,United States,2018-05-01,2018,PG-13,98 min,"Action & Adventure, Comedies, Horror Movies",98,United States,"['Action & Adventure', 'Comedies', 'Horror Movies']",3,2018,5,1,"Tremors 6: A Cold Day in Hell Action & Adventure, Comedies, Horror Movies United States"
s8628,Movie,Trespass Against Us,Adam Smith,United Kingdom,2019-02-22,2016,R,100 min,Dramas,100,United Kingdom,['Dramas'],1,2019,2,22,Trespass Against Us Dramas United Kingdom
s8629,Movie,"Trikal (Past, Present, Future)",Shyam Benegal,India,2019-12-31,1985,TV-14,134 min,"Comedies, Dramas, Independent Movies",134,India,"['Comedies', 'Dramas', 'Independent Movies']",3,2019,12,31,"Trikal (Past, Present, Future) Comedies, Dramas, Independent Movies India"
s8630,Movie,Trimurti,Mukul Anand,India,2018-03-01,1995,TV-PG,173 min,"Action & Adventure, Dramas, International Movies",173,India,"['Action & Adventure', 'Dramas', 'International Movies']",3,2018,3,1,"Trimurti Action & Adventure, Dramas, International Movies India"
s8631,Movie,Trip to Bhangarh: Asia's Most Haunted Place,Jitender Pawar,India,2017-11-01,2014,TV-MA,113 min,"International Movies, Thrillers",113,India,"['International Movies', 'Thrillers']",2,2017,11,1,"Trip to Bhangarh: Asia's Most Haunted Place International Movies, Thrillers India"
s8632,Movie,Trixie Mattel: Moving Parts,Nicholas Zeig-Owens,United States,2020-03-27,2019,TV-MA,91 min,"Documentaries, Music & Musicals",91,United States,"['Documentaries', 'Music & Musicals']",2,2020,3,27,"Trixie Mattel: Moving Parts Documentaries, Music & Musicals United States"
s8633,Movie,Trophy,"Shaul Schwarz, Christina Clusiau",United Kingdom,2018-02-13,2017,TV-MA,110 min,"Documentaries, International Movies",110,United Kingdom,"['Documentaries', 'International Movies']",2,2018,2,13,"Trophy Documentaries, International Movies United Kingdom"
s8635,Movie,Troy: The Odyssey,Tekin Girgin,United States,2018-03-12,2017,TV-MA,90 min,Action & Adventure,90,United States,['Action & Adventure'],1,2018,3,12,Troy: The Odyssey Action & Adventure United States
s8636,Movie,True Grit,Henry Hathaway,United States,2020-01-01,1969,G,128 min,"Classic Movies, Dramas",128,United States,"['Classic Movies', 'Dramas']",2,2020,1,1,"True Grit Classic Movies, Dramas United States"
s8637,Movie,True to the Game,Preston A. Whitmore II,United States,2018-03-01,2017,R,108 min,Dramas,108,United States,['Dramas'],1,2018,3,1,True to the Game Dramas United States
s8638,Movie,Trumbo,Jay Roach,United States,2020-05-19,2015,R,124 min,"Dramas, Independent Movies",124,United States,"['Dramas', 'Independent Movies']",2,2020,5,19,"Trumbo Dramas, Independent Movies United States"
s8639,Movie,Tucker and Dale vs. Evil,Eli Craig,Canada,2019-03-29,2010,R,89 min,"Comedies, Horror Movies, Independent Movies",89,Canada,"['Comedies', 'Horror Movies', 'Independent Movies']",3,2019,3,29,"Tucker and Dale vs. Evil Comedies, Horror Movies, Independent Movies Canada"
s8640,Movie,Tukaram,Chandrakant Kulkarni,India,2018-02-15,2012,TV-PG,162 min,"Dramas, Faith & Spirituality, International Movies",162,India,"['Dramas', 'Faith & Spirituality', 'International Movies']",3,2018,2,15,"Tukaram Dramas, Faith & Spirituality, International Movies India"
s8641,Movie,Tunisian Victory,"Frank Capra, John Huston, Hugh Stewart, Roy Boulting, Anthony Veiller",United States,2017-03-31,1944,TV-14,76 min,"Classic Movies, Documentaries",76,United States,"['Classic Movies', 'Documentaries']",2,2017,3,31,"Tunisian Victory Classic Movies, Documentaries United States"
s8642,Movie,Turbo,David Soren,United States,2019-09-12,2013,PG,96 min,"Children & Family Movies, Comedies",96,United States,"['Children & Family Movies', 'Comedies']",2,2019,9,12,"Turbo Children & Family Movies, Comedies United States"
s8643,Movie,Tusk,Kevin Smith,United States,2018-07-24,2014,R,102 min,Horror Movies,102,United States,['Horror Movies'],1,2018,7,24,Tusk Horror Movies United States
s8644,Movie,Twice,Hidetaka Inazuka,Japan,2017-12-31,2010,TV-14,53 min,"Documentaries, International Movies",53,Japan,"['Documentaries', 'International Movies']",2,2017,12,31,"Twice Documentaries, International Movies Japan"
s8646,Movie,Twinsanity,Buz Wallick,United States,2019-03-15,2018,TV-MA,86 min,"Horror Movies, Independent Movies, Thrillers",86,United States,"['Horror Movies', 'Independent Movies', 'Thrillers']",3,2019,3,15,"Twinsanity Horror Movies, Independent Movies, Thrillers United States"
s8649,Movie,Two Graves,Gary Young,United Kingdom,2019-05-01,2018,TV-MA,80 min,Thrillers,80,United Kingdom,['Thrillers'],1,2019,5,1,Two Graves Thrillers United Kingdom
s8650,Movie,Two Lovers and a Bear,Kim Nguyen,Canada,2017-05-02,2016,R,95 min,"Dramas, Independent Movies, Romantic Movies",95,Canada,"['Dramas', 'Independent Movies', 'Romantic Movies']",3,2017,5,2,"Two Lovers and a Bear Dramas, Independent Movies, Romantic Movies Canada"
s8651,Movie,Tyke Elephant Outlaw,"Susan Lambert, Stefan Moore",Australia,2015-12-01,2015,TV-14,78 min,"Documentaries, International Movies",78,Australia,"['Documentaries', 'International Movies']",2,2015,12,1,"Tyke Elephant Outlaw Documentaries, International Movies Australia"
s8652,Movie,Tyson,James Toback,United States,2019-03-01,2008,R,90 min,"Documentaries, Sports Movies",90,United States,"['Documentaries', 'Sports Movies']",2,2019,3,1,"Tyson Documentaries, Sports Movies United States"
s8653,Movie,Ugly,Anurag Kashyap,India,2017-03-01,2013,NR,125 min,"Dramas, International Movies, Thrillers",125,India,"['Dramas', 'International Movies', 'Thrillers']",3,2017,3,1,"Ugly Dramas, International Movies, Thrillers India"
s8655,Movie,Una,Benedict Andrews,United Kingdom,2018-04-01,2016,R,94 min,"Dramas, International Movies",94,United Kingdom,"['Dramas', 'International Movies']",2,2018,4,1,"Una Dramas, International Movies United Kingdom"
s8656,Movie,Unaccompanied Minors,Paul Feig,United States,2019-10-01,2006,PG,90 min,"Children & Family Movies, Comedies",90,United States,"['Children & Family Movies', 'Comedies']",2,2019,10,1,"Unaccompanied Minors Children & Family Movies, Comedies United States"
s8657,Movie,Unacknowledged,Michael Mazzola,United States,2017-08-21,2017,TV-MA,104 min,Documentaries,104,United States,['Documentaries'],1,2017,8,21,Unacknowledged Documentaries United States
s8658,Movie,Under an Arctic Sky,Chris Burkard,United States,2017-12-15,2017,TV-14,40 min,"Action & Adventure, Documentaries, Sports Movies",40,United States,"['Action & Adventure', 'Documentaries', 'Sports Movies']",3,2017,12,15,"Under an Arctic Sky Action & Adventure, Documentaries, Sports Movies United States"
